0.100000	1000.000000	72.954813	-3.004017	1.028443
0.010000	1000.000000	77.399638	-0.379606	-3.876524
0.100000	1000.000000	76.645576	-3.504509	1.995399
0.000001	1000.000000	74.058239	0.332303	3.503900
0.000100	1000.000000	77.136582	-2.137164	3.920619
0.001000	1000.000000	77.305176	-0.547859	-0.757740
0.000100	1000.000000	70.096635	-2.111491	2.114194
0.100000	1000.000000	70.480185	-3.498485	-0.037152
0.010000	1000.000000	77.257006	-0.541918	-0.953280
0.001000	1000.000000	74.388794	-2.242790	-3.112480
0.000010	1000.000000	70.082689	2.617216	0.529752
0.000100	1000.000000	76.688063	-0.344949	3.196952
0.001000	1000.000000	71.632751	0.992615	0.713474
0.000001	1000.000000	75.697466	-1.726636	2.798335
0.000010	1000.000000	72.240591	-3.046212	0.621997
0.000100	1000.000000	72.183921	1.023896	-3.177105
0.010000	1000.000000	70.371425	-0.063804	1.247194
0.010000	1000.000000	72.324316	-1.887505	3.542297
0.000100	1000.000000	71.937405	2.740452	0.803639
0.000001	1000.000000	72.114068	3.802363	0.406863
0.001000	1000.000000	72.180313	0.051622	-4.020349
0.000100	1000.000000	72.883635	-1.631465	0.836459
0.001000	1000.000000	75.740694	-3.298043	3.946983
0.000010	1000.000000	70.372992	1.393472	2.506464
0.000001	1000.000000	73.168918	-3.118750	4.076746
0.100000	1000.000000	76.716329	-1.633388	4.000076
0.010000	1000.000000	74.958719	-4.164706	2.434132
0.001000	1000.000000	75.718019	0.259327	2.811802
0.000100	1000.000000	76.887682	1.985521	-3.397754
0.100000	1000.000000	72.717253	3.529932	-3.210518
0.001000	1000.000000	72.965977	-1.684333	3.150489
0.001000	1000.000000	76.563026	-1.943620	-2.974530
0.100000	1000.000000	76.557620	3.344389	-2.763469
0.000100	1000.000000	75.042707	1.580615	0.479621
0.001000	1000.000000	75.277898	4.067918	-2.554635
0.100000	1000.000000	72.708289	-0.580998	3.239595
0.100000	1000.000000	69.951733	3.497562	3.862354
0.000100	1000.000000	70.242315	3.626890	1.493578
0.000100	1000.000000	75.449773	3.712627	-3.922854
0.100000	1000.000000	74.097315	-2.984537	-2.402593
0.001000	1000.000000	70.830294	4.157771	1.118982
0.000100	1000.000000	71.168421	0.690244	-1.950442
0.010000	1000.000000	72.626744	-3.426812	-2.849686
0.010000	1000.000000	70.323411	-3.349736	3.054882
0.010000	1000.000000	76.153666	-2.230382	2.941631
0.000010	1000.000000	73.986036	-0.781725	-3.514781
0.001000	1000.000000	70.205693	0.763235	-0.262508
